Local time,Open,High,Low,Close,Volume
23.11.2018 13:00:00.000 GMT+0100,88.478,88.828,88.327,88.757,35817634.5825
23.11.2018 14:00:00.000 GMT+0100,88.758,88.758,87.898,88.027,45594421.3867
23.11.2018 15:00:00.000 GMT+0100,88.027,89.047,87.957,88.937,87736656.189
23.11.2018 16:00:00.000 GMT+0100,88.927,89.178,88.808,89.098,104283782.959
23.11.2018 17:00:00.000 GMT+0100,89.107,89.638,89.097,89.597,44535068.512
23.11.2018 18:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
23.11.2018 19:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
23.11.2018 20:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
23.11.2018 21:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
23.11.2018 22:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
23.11.2018 23:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
24.11.2018 00:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
24.11.2018 01:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
24.11.2018 02:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
24.11.2018 03:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
24.11.2018 04:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
24.11.2018 05:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
24.11.2018 06:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
24.11.2018 07:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
24.11.2018 08:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
24.11.2018 09:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
24.11.2018 10:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
24.11.2018 11:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
24.11.2018 12:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
24.11.2018 13:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
24.11.2018 14:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
24.11.2018 15:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
24.11.2018 16:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
24.11.2018 17:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
24.11.2018 18:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
24.11.2018 19:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
24.11.2018 20:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
24.11.2018 21:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
24.11.2018 22:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
24.11.2018 23:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
25.11.2018 00:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
25.11.2018 01:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
25.11.2018 02:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
25.11.2018 03:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
25.11.2018 04:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
25.11.2018 05:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
25.11.2018 06:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
25.11.2018 07:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
25.11.2018 08:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
25.11.2018 09:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
25.11.2018 10:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
25.11.2018 11:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
25.11.2018 12:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
25.11.2018 13:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
25.11.2018 14:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
25.11.2018 15:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
25.11.2018 16:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
25.11.2018 17:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
25.11.2018 18:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
25.11.2018 19:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
25.11.2018 20:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
25.11.2018 21:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
25.11.2018 22:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
25.11.2018 23:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
26.11.2018 00:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
26.11.2018 01:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
26.11.2018 02:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
26.11.2018 03:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
26.11.2018 04:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
26.11.2018 05:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
26.11.2018 06:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
26.11.2018 07:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
26.11.2018 08:00:00.000 GMT+0100,89.597,89.597,89.597,89.597,0
26.11.2018 09:00:00.000 GMT+0100,89.968,90.438,89.628,89.848,62753780.365
26.11.2018 10:00:00.000 GMT+0100,89.858,90.388,89.767,90.237,54964313.5071
26.11.2018 11:00:00.000 GMT+0100,90.238,90.308,90.047,90.088,48183807.373
26.11.2018 12:00:00.000 GMT+0100,90.078,90.348,89.817,90.158,45840328.2166
26.11.2018 13:00:00.000 GMT+0100,90.147,90.227,89.908,89.927,55588840.4846
26.11.2018 14:00:00.000 GMT+0100,89.928,90.148,89.757,90.088,44667552.948
26.11.2018 15:00:00.000 GMT+0100,90.088,90.168,89.767,90.028,68632965.0879
26.11.2018 16:00:00.000 GMT+0100,90.027,90.338,90.007,90.318,70976844.7876
26.11.2018 17:00:00.000 GMT+0100,90.328,90.328,90.027,90.257,42984706.8787
26.11.2018 18:00:00.000 GMT+0100,90.257,90.257,90.257,90.257,0
26.11.2018 19:00:00.000 GMT+0100,90.257,90.257,90.257,90.257,0
26.11.2018 20:00:00.000 GMT+0100,90.257,90.257,90.257,90.257,0
26.11.2018 21:00:00.000 GMT+0100,90.257,90.257,90.257,90.257,0
26.11.2018 22:00:00.000 GMT+0100,90.257,90.257,90.257,90.257,0
26.11.2018 23:00:00.000 GMT+0100,90.257,90.257,90.257,90.257,0
27.11.2018 00:00:00.000 GMT+0100,90.257,90.257,90.257,90.257,0
27.11.2018 01:00:00.000 GMT+0100,90.257,90.257,90.257,90.257,0
27.11.2018 02:00:00.000 GMT+0100,90.257,90.257,90.257,90.257,0
27.11.2018 03:00:00.000 GMT+0100,90.257,90.257,90.257,90.257,0
27.11.2018 04:00:00.000 GMT+0100,90.257,90.257,90.257,90.257,0
27.11.2018 05:00:00.000 GMT+0100,90.257,90.257,90.257,90.257,0
27.11.2018 06:00:00.000 GMT+0100,90.257,90.257,90.257,90.257,0
27.11.2018 07:00:00.000 GMT+0100,90.257,90.257,90.257,90.257,0
27.11.2018 08:00:00.000 GMT+0100,90.257,90.257,90.257,90.257,0
27.11.2018 09:00:00.000 GMT+0100,90.107,90.208,89.617,90.048,56630638.1226
27.11.2018 10:00:00.000 GMT+0100,90.047,90.618,89.938,90.058,59893058.7769
27.11.2018 11:00:00.000 GMT+0100,90.058,90.207,89.717,89.788,64583648.6816
27.11.2018 12:00:00.000 GMT+0100,89.778,89.998,89.407,89.957,54442226.4099
27.11.2018 13:00:00.000 GMT+0100,89.957,89.957,89.577,89.608,43640495.3003
27.11.2018 14:00:00.000 GMT+0100,89.607,89.628,89.177,89.518,47807060.2417
27.11.2018 15:00:00.000 GMT+0100,89.538,90.028,89.228,89.748,89306785.5835
27.11.2018 16:00:00.000 GMT+0100,89.768,90.348,89.567,90.217,109626823.4253
27.11.2018 17:00:00.000 GMT+0100,90.217,90.518,90.177,90.318,52743999.4812
27.11.2018 18:00:00.000 GMT+0100,90.318,90.318,90.318,90.318,0
27.11.2018 19:00:00.000 GMT+0100,90.318,90.318,90.318,90.318,0
27.11.2018 20:00:00.000 GMT+0100,90.318,90.318,90.318,90.318,0
27.11.2018 21:00:00.000 GMT+0100,90.318,90.318,90.318,90.318,0
27.11.2018 22:00:00.000 GMT+0100,90.318,90.318,90.318,90.318,0
27.11.2018 23:00:00.000 GMT+0100,90.318,90.318,90.318,90.318,0
28.11.2018 00:00:00.000 GMT+0100,90.318,90.318,90.318,90.318,0
28.11.2018 01:00:00.000 GMT+0100,90.318,90.318,90.318,90.318,0
28.11.2018 02:00:00.000 GMT+0100,90.318,90.318,90.318,90.318,0
28.11.2018 03:00:00.000 GMT+0100,90.318,90.318,90.318,90.318,0
28.11.2018 04:00:00.000 GMT+0100,90.318,90.318,90.318,90.318,0
28.11.2018 05:00:00.000 GMT+0100,90.318,90.318,90.318,90.318,0
28.11.2018 06:00:00.000 GMT+0100,90.318,90.318,90.318,90.318,0
28.11.2018 07:00:00.000 GMT+0100,90.318,90.318,90.318,90.318,0
28.11.2018 08:00:00.000 GMT+0100,90.318,90.318,90.318,90.318,0
28.11.2018 09:00:00.000 GMT+0100,90.628,91.298,90.358,90.818,74074645.9961
28.11.2018 10:00:00.000 GMT+0100,90.837,91.318,90.827,91.248,64572631.8359
28.11.2018 11:00:00.000 GMT+0100,91.268,91.287,90.937,91.078,63007747.6501
28.11.2018 12:00:00.000 GMT+0100,91.088,91.177,90.447,90.557,46100948.3337
28.11.2018 13:00:00.000 GMT+0100,90.577,90.807,90.507,90.657,45185642.2424
28.11.2018 14:00:00.000 GMT+0100,90.648,91.018,90.557,90.998,36212177.2766
28.11.2018 15:00:00.000 GMT+0100,90.997,91.258,90.807,91.187,88670120.2393
28.11.2018 16:00:00.000 GMT+0100,91.187,91.298,90.847,91.117,95059165.9546
28.11.2018 17:00:00.000 GMT+0100,91.117,91.177,90.847,91.028,31921403.8849
28.11.2018 18:00:00.000 GMT+0100,91.028,91.028,91.028,91.028,0
28.11.2018 19:00:00.000 GMT+0100,91.028,91.028,91.028,91.028,0
28.11.2018 20:00:00.000 GMT+0100,91.028,91.028,91.028,91.028,0
28.11.2018 21:00:00.000 GMT+0100,91.028,91.028,91.028,91.028,0
28.11.2018 22:00:00.000 GMT+0100,91.028,91.028,91.028,91.028,0
28.11.2018 23:00:00.000 GMT+0100,91.028,91.028,91.028,91.028,0
29.11.2018 00:00:00.000 GMT+0100,91.028,91.028,91.028,91.028,0
29.11.2018 01:00:00.000 GMT+0100,91.028,91.028,91.028,91.028,0
29.11.2018 02:00:00.000 GMT+0100,91.028,91.028,91.028,91.028,0
29.11.2018 03:00:00.000 GMT+0100,91.028,91.028,91.028,91.028,0
29.11.2018 04:00:00.000 GMT+0100,91.028,91.028,91.028,91.028,0
29.11.2018 05:00:00.000 GMT+0100,91.028,91.028,91.028,91.028,0
29.11.2018 06:00:00.000 GMT+0100,91.028,91.028,91.028,91.028,0
29.11.2018 07:00:00.000 GMT+0100,91.028,91.028,91.028,91.028,0
29.11.2018 08:00:00.000 GMT+0100,91.028,91.028,91.028,91.028,0
29.11.2018 09:00:00.000 GMT+0100,91.955,92.328,91.817,92.207,60403141.0217
29.11.2018 10:00:00.000 GMT+0100,92.198,92.337,92.027,92.077,64822608.9478
29.11.2018 11:00:00.000 GMT+0100,92.067,92.148,91.737,91.777,44942485.8093
29.11.2018 12:00:00.000 GMT+0100,91.768,91.798,91.238,91.527,55213008.8806
29.11.2018 13:00:00.000 GMT+0100,91.528,91.768,91.458,91.567,46749019.6228
29.11.2018 14:00:00.000 GMT+0100,91.567,91.858,91.327,91.808,49112792.9688
29.11.2018 15:00:00.000 GMT+0100,91.807,92.178,91.737,92.138,75514656.0669
29.11.2018 16:00:00.000 GMT+0100,92.137,92.208,91.067,91.108,101197273.2544
29.11.2018 17:00:00.000 GMT+0100,91.108,91.348,91.017,91.248,48850563.0493
29.11.2018 18:00:00.000 GMT+0100,91.248,91.248,91.248,91.248,0
29.11.2018 19:00:00.000 GMT+0100,91.248,91.248,91.248,91.248,0
29.11.2018 20:00:00.000 GMT+0100,91.248,91.248,91.248,91.248,0
29.11.2018 21:00:00.000 GMT+0100,91.248,91.248,91.248,91.248,0
29.11.2018 22:00:00.000 GMT+0100,91.248,91.248,91.248,91.248,0
29.11.2018 23:00:00.000 GMT+0100,91.248,91.248,91.248,91.248,0
30.11.2018 00:00:00.000 GMT+0100,91.248,91.248,91.248,91.248,0
30.11.2018 01:00:00.000 GMT+0100,91.248,91.248,91.248,91.248,0
30.11.2018 02:00:00.000 GMT+0100,91.248,91.248,91.248,91.248,0
30.11.2018 03:00:00.000 GMT+0100,91.248,91.248,91.248,91.248,0
30.11.2018 04:00:00.000 GMT+0100,91.248,91.248,91.248,91.248,0
30.11.2018 05:00:00.000 GMT+0100,91.248,91.248,91.248,91.248,0
30.11.2018 06:00:00.000 GMT+0100,91.248,91.248,91.248,91.248,0
30.11.2018 07:00:00.000 GMT+0100,91.248,91.248,91.248,91.248,0
30.11.2018 08:00:00.000 GMT+0100,91.248,91.248,91.248,91.248,0
30.11.2018 09:00:00.000 GMT+0100,91.478,91.968,91.208,91.238,50674751.2817
30.11.2018 10:00:00.000 GMT+0100,91.238,91.338,90.998,91.057,38049198.1506
30.11.2018 11:00:00.000 GMT+0100,91.057,91.348,90.927,90.948,43492874.1455
30.11.2018 12:00:00.000 GMT+0100,90.938,91.177,90.937,91.117,28004251.4801
30.11.2018 13:00:00.000 GMT+0100,91.108,91.157,90.857,91.107,30095077.5146
30.11.2018 14:00:00.000 GMT+0100,91.118,91.588,90.937,91.438,42724292.7551
30.11.2018 15:00:00.000 GMT+0100,91.418,91.498,91.117,91.458,65898460.3882
30.11.2018 16:00:00.000 GMT+0100,91.457,91.628,91.258,91.407,65158515.9302
30.11.2018 17:00:00.000 GMT+0100,91.397,91.438,91.028,91.068,29206760.4065
30.11.2018 18:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
30.11.2018 19:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
30.11.2018 20:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
30.11.2018 21:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
30.11.2018 22:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
30.11.2018 23:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
01.12.2018 00:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
01.12.2018 01:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
01.12.2018 02:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
01.12.2018 03:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
01.12.2018 04:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
01.12.2018 05:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
01.12.2018 06:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
01.12.2018 07:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
01.12.2018 08:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
01.12.2018 09:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
01.12.2018 10:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
01.12.2018 11:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
01.12.2018 12:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
01.12.2018 13:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
01.12.2018 14:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
01.12.2018 15:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
01.12.2018 16:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
01.12.2018 17:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
01.12.2018 18:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
01.12.2018 19:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
01.12.2018 20:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
01.12.2018 21:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
01.12.2018 22:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
01.12.2018 23:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
02.12.2018 00:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
02.12.2018 01:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
02.12.2018 02:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
02.12.2018 03:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
02.12.2018 04:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
02.12.2018 05:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
02.12.2018 06:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
02.12.2018 07:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
02.12.2018 08:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
02.12.2018 09:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
02.12.2018 10:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
02.12.2018 11:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
02.12.2018 12:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
02.12.2018 13:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
02.12.2018 14:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
02.12.2018 15:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
02.12.2018 16:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
02.12.2018 17:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
02.12.2018 18:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
02.12.2018 19:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
02.12.2018 20:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
02.12.2018 21:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
02.12.2018 22:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
02.12.2018 23:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
03.12.2018 00:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
03.12.2018 01:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
03.12.2018 02:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
03.12.2018 03:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
03.12.2018 04:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
03.12.2018 05:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
03.12.2018 06:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
03.12.2018 07:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
03.12.2018 08:00:00.000 GMT+0100,91.068,91.068,91.068,91.068,0
03.12.2018 09:00:00.000 GMT+0100,92.648,93.077,92.298,92.478,28780271.5302
03.12.2018 10:00:00.000 GMT+0100,92.468,92.757,92.328,92.508,29842565.5365
03.12.2018 11:00:00.000 GMT+0100,92.508,92.597,92.367,92.497,33105747.2229
03.12.2018 12:00:00.000 GMT+0100,92.497,92.857,92.407,92.558,32065425.8728
03.12.2018 13:00:00.000 GMT+0100,92.568,92.798,92.408,92.797,33737819.6716
03.12.2018 14:00:00.000 GMT+0100,92.798,92.878,92.487,92.708,33875381.4697
03.12.2018 15:00:00.000 GMT+0100,92.708,93.047,92.427,92.518,50428428.6499
03.12.2018 16:00:00.000 GMT+0100,92.537,92.928,92.308,92.328,69720497.1313
03.12.2018 17:00:00.000 GMT+0100,92.337,92.638,92.248,92.598,34534145.3552
03.12.2018 18:00:00.000 GMT+0100,92.598,92.598,92.598,92.598,0
03.12.2018 19:00:00.000 GMT+0100,92.598,92.598,92.598,92.598,0
03.12.2018 20:00:00.000 GMT+0100,92.598,92.598,92.598,92.598,0
03.12.2018 21:00:00.000 GMT+0100,92.598,92.598,92.598,92.598,0
03.12.2018 22:00:00.000 GMT+0100,92.598,92.598,92.598,92.598,0
03.12.2018 23:00:00.000 GMT+0100,92.598,92.598,92.598,92.598,0
04.12.2018 00:00:00.000 GMT+0100,92.598,92.598,92.598,92.598,0
04.12.2018 01:00:00.000 GMT+0100,92.598,92.598,92.598,92.598,0
04.12.2018 02:00:00.000 GMT+0100,92.598,92.598,92.598,92.598,0
04.12.2018 03:00:00.000 GMT+0100,92.598,92.598,92.598,92.598,0
04.12.2018 04:00:00.000 GMT+0100,92.598,92.598,92.598,92.598,0
04.12.2018 05:00:00.000 GMT+0100,92.598,92.598,92.598,92.598,0
04.12.2018 06:00:00.000 GMT+0100,92.598,92.598,92.598,92.598,0
04.12.2018 07:00:00.000 GMT+0100,92.598,92.598,92.598,92.598,0
04.12.2018 08:00:00.000 GMT+0100,92.598,92.598,92.598,92.598,0
04.12.2018 09:00:00.000 GMT+0100,92.008,92.318,91.697,91.997,53888690.9485
04.12.2018 10:00:00.000 GMT+0100,91.997,92.198,91.858,91.957,46358814.2395
04.12.2018 11:00:00.000 GMT+0100,91.948,92.418,91.867,92.297,40380779.2664
04.12.2018 12:00:00.000 GMT+0100,92.308,92.388,92.048,92.157,37386459.3506
04.12.2018 13:00:00.000 GMT+0100,92.157,92.198,91.917,91.947,31022283.5541
04.12.2018 14:00:00.000 GMT+0100,91.938,92.508,91.938,92.457,36609863.2813
04.12.2018 15:00:00.000 GMT+0100,92.458,92.538,92.137,92.168,84903205.8716
04.12.2018 16:00:00.000 GMT+0100,92.178,92.638,92.137,92.357,101203308.1055
04.12.2018 17:00:00.000 GMT+0100,92.358,92.518,91.988,92.037,44301387.7869
04.12.2018 18:00:00.000 GMT+0100,92.037,92.037,92.037,92.037,0
04.12.2018 19:00:00.000 GMT+0100,92.037,92.037,92.037,92.037,0
04.12.2018 20:00:00.000 GMT+0100,92.037,92.037,92.037,92.037,0
04.12.2018 21:00:00.000 GMT+0100,92.037,92.037,92.037,92.037,0
04.12.2018 22:00:00.000 GMT+0100,92.037,92.037,92.037,92.037,0
04.12.2018 23:00:00.000 GMT+0100,92.037,92.037,92.037,92.037,0
05.12.2018 00:00:00.000 GMT+0100,92.037,92.037,92.037,92.037,0
05.12.2018 01:00:00.000 GMT+0100,92.037,92.037,92.037,92.037,0
05.12.2018 02:00:00.000 GMT+0100,92.037,92.037,92.037,92.037,0
05.12.2018 03:00:00.000 GMT+0100,92.037,92.037,92.037,92.037,0
05.12.2018 04:00:00.000 GMT+0100,92.037,92.037,92.037,92.037,0
05.12.2018 05:00:00.000 GMT+0100,92.037,92.037,92.037,92.037,0
05.12.2018 06:00:00.000 GMT+0100,92.037,92.037,92.037,92.037,0
05.12.2018 07:00:00.000 GMT+0100,92.037,92.037,92.037,92.037,0
05.12.2018 08:00:00.000 GMT+0100,92.037,92.037,92.037,92.037,0
05.12.2018 09:00:00.000 GMT+0100,90.288,90.688,89.917,90.507,64682876.5869
05.12.2018 10:00:00.000 GMT+0100,90.527,90.858,90.367,90.677,61577335.3577
05.12.2018 11:00:00.000 GMT+0100,90.678,90.778,89.917,90.198,59624729.1565
05.12.2018 12:00:00.000 GMT+0100,90.197,90.338,89.867,90.318,43088939.6667
05.12.2018 13:00:00.000 GMT+0100,90.297,90.408,90.067,90.397,28263751.9836
05.12.2018 14:00:00.000 GMT+0100,90.397,90.608,90.257,90.497,25931659.6985
05.12.2018 15:00:00.000 GMT+0100,90.507,90.708,90.417,90.657,28793066.0248
05.12.2018 16:00:00.000 GMT+0100,90.657,90.808,90.398,90.468,25662506.1035
05.12.2018 17:00:00.000 GMT+0100,90.458,90.518,90.258,90.267,23568988.8
05.12.2018 18:00:00.000 GMT+0100,90.267,90.267,90.267,90.267,0
05.12.2018 19:00:00.000 GMT+0100,90.267,90.267,90.267,90.267,0
05.12.2018 20:00:00.000 GMT+0100,90.267,90.267,90.267,90.267,0
05.12.2018 21:00:00.000 GMT+0100,90.267,90.267,90.267,90.267,0
05.12.2018 22:00:00.000 GMT+0100,90.267,90.267,90.267,90.267,0
05.12.2018 23:00:00.000 GMT+0100,90.267,90.267,90.267,90.267,0
06.12.2018 00:00:00.000 GMT+0100,90.267,90.267,90.267,90.267,0
06.12.2018 01:00:00.000 GMT+0100,90.267,90.267,90.267,90.267,0
06.12.2018 02:00:00.000 GMT+0100,90.267,90.267,90.267,90.267,0
06.12.2018 03:00:00.000 GMT+0100,90.267,90.267,90.267,90.267,0
06.12.2018 04:00:00.000 GMT+0100,90.267,90.267,90.267,90.267,0
06.12.2018 05:00:00.000 GMT+0100,90.267,90.267,90.267,90.267,0
06.12.2018 06:00:00.000 GMT+0100,90.267,90.267,90.267,90.267,0
06.12.2018 07:00:00.000 GMT+0100,90.267,90.267,90.267,90.267,0
06.12.2018 08:00:00.000 GMT+0100,90.267,90.267,90.267,90.267,0
06.12.2018 09:00:00.000 GMT+0100,88.798,89.138,88.238,88.328,65504020.6909
06.12.2018 10:00:00.000 GMT+0100,88.338,88.357,87.498,87.707,78262466.4307
06.12.2018 11:00:00.000 GMT+0100,87.688,88.248,87.438,88.227,61359657.2876
06.12.2018 12:00:00.000 GMT+0100,88.228,88.328,87.987,88.247,44195522.3083
06.12.2018 13:00:00.000 GMT+0100,88.237,88.447,87.978,88.178,46007263.1836
06.12.2018 14:00:00.000 GMT+0100,88.177,88.607,87.988,88.217,54604576.1108
06.12.2018 15:00:00.000 GMT+0100,88.217,88.857,87.898,88.307,116059692.3828
06.12.2018 16:00:00.000 GMT+0100,88.297,88.657,87.917,87.927,167490020.752
06.12.2018 17:00:00.000 GMT+0100,87.917,88.178,87.517,87.518,71277069.0918
06.12.2018 18:00:00.000 GMT+0100,87.518,87.518,87.518,87.518,0
06.12.2018 19:00:00.000 GMT+0100,87.518,87.518,87.518,87.518,0
06.12.2018 20:00:00.000 GMT+0100,87.518,87.518,87.518,87.518,0
06.12.2018 21:00:00.000 GMT+0100,87.518,87.518,87.518,87.518,0
06.12.2018 22:00:00.000 GMT+0100,87.518,87.518,87.518,87.518,0
06.12.2018 23:00:00.000 GMT+0100,87.518,87.518,87.518,87.518,0
07.12.2018 00:00:00.000 GMT+0100,87.518,87.518,87.518,87.518,0
07.12.2018 01:00:00.000 GMT+0100,87.518,87.518,87.518,87.518,0
07.12.2018 02:00:00.000 GMT+0100,87.518,87.518,87.518,87.518,0
07.12.2018 03:00:00.000 GMT+0100,87.518,87.518,87.518,87.518,0
07.12.2018 04:00:00.000 GMT+0100,87.518,87.518,87.518,87.518,0
07.12.2018 05:00:00.000 GMT+0100,87.518,87.518,87.518,87.518,0
07.12.2018 06:00:00.000 GMT+0100,87.518,87.518,87.518,87.518,0
07.12.2018 07:00:00.000 GMT+0100,87.518,87.518,87.518,87.518,0
07.12.2018 08:00:00.000 GMT+0100,87.518,87.518,87.518,87.518,0
07.12.2018 09:00:00.000 GMT+0100,88.817,90.017,88.817,89.638,55478347.7783
07.12.2018 10:00:00.000 GMT+0100,89.638,90.107,89.438,89.988,52432567.5964
07.12.2018 11:00:00.000 GMT+0100,89.988,90.088,89.747,90.018,37974956.5125
07.12.2018 12:00:00.000 GMT+0100,90.017,90.017,89.518,89.558,33502883.9111
07.12.2018 13:00:00.000 GMT+0100,89.568,89.847,89.477,89.777,35843173.9807
07.12.2018 14:00:00.000 GMT+0100,89.767,90.297,89.567,90.207,56150230.4077
