Local time,Open,High,Low,Close,Volume
26.11.2017 16:00:00.000 GMT+0100,97.209,97.209,97.209,97.209,0
26.11.2017 17:00:00.000 GMT+0100,97.209,97.209,97.209,97.209,0
26.11.2017 18:00:00.000 GMT+0100,97.209,97.209,97.209,97.209,0
26.11.2017 19:00:00.000 GMT+0100,97.209,97.209,97.209,97.209,0
26.11.2017 20:00:00.000 GMT+0100,97.209,97.209,97.209,97.209,0
26.11.2017 21:00:00.000 GMT+0100,97.209,97.209,97.209,97.209,0
26.11.2017 22:00:00.000 GMT+0100,97.209,97.209,97.209,97.209,0
26.11.2017 23:00:00.000 GMT+0100,97.209,97.209,97.209,97.209,0
27.11.2017 00:00:00.000 GMT+0100,97.209,97.209,97.209,97.209,0
27.11.2017 01:00:00.000 GMT+0100,97.209,97.209,97.209,97.209,0
27.11.2017 02:00:00.000 GMT+0100,97.209,97.209,97.209,97.209,0
27.11.2017 03:00:00.000 GMT+0100,97.209,97.209,97.209,97.209,0
27.11.2017 04:00:00.000 GMT+0100,97.209,97.209,97.209,97.209,0
27.11.2017 05:00:00.000 GMT+0100,97.209,97.209,97.209,97.209,0
27.11.2017 06:00:00.000 GMT+0100,97.209,97.209,97.209,97.209,0
27.11.2017 07:00:00.000 GMT+0100,97.209,97.209,97.209,97.209,0
27.11.2017 08:00:00.000 GMT+0100,97.209,97.209,97.209,97.209,0
27.11.2017 09:00:00.000 GMT+0100,97.132,97.590,96.729,97.550,397890258.7891
27.11.2017 10:00:00.000 GMT+0100,97.550,97.729,97.169,97.329,340729949.9512
27.11.2017 11:00:00.000 GMT+0100,97.309,97.419,97.149,97.379,260880004.8828
27.11.2017 12:00:00.000 GMT+0100,97.370,97.550,97.339,97.339,190150512.6953
27.11.2017 13:00:00.000 GMT+0100,97.349,97.390,96.899,97.170,255740463.2568
27.11.2017 14:00:00.000 GMT+0100,97.170,97.320,97.039,97.090,241240005.4932
27.11.2017 15:00:00.000 GMT+0100,97.100,97.350,96.919,97.270,353239990.2344
27.11.2017 16:00:00.000 GMT+0100,97.270,97.399,97.139,97.310,316385589.5996
27.11.2017 17:00:00.000 GMT+0100,97.309,97.380,96.899,96.900,170699996.9482
27.11.2017 18:00:00.000 GMT+0100,96.900,96.900,96.900,96.900,0
27.11.2017 19:00:00.000 GMT+0100,96.900,96.900,96.900,96.900,0
27.11.2017 20:00:00.000 GMT+0100,96.900,96.900,96.900,96.900,0
27.11.2017 21:00:00.000 GMT+0100,96.900,96.900,96.900,96.900,0
27.11.2017 22:00:00.000 GMT+0100,96.900,96.900,96.900,96.900,0
27.11.2017 23:00:00.000 GMT+0100,96.900,96.900,96.900,96.900,0
28.11.2017 00:00:00.000 GMT+0100,96.900,96.900,96.900,96.900,0
28.11.2017 01:00:00.000 GMT+0100,96.900,96.900,96.900,96.900,0
28.11.2017 02:00:00.000 GMT+0100,96.900,96.900,96.900,96.900,0
28.11.2017 03:00:00.000 GMT+0100,96.900,96.900,96.900,96.900,0
28.11.2017 04:00:00.000 GMT+0100,96.900,96.900,96.900,96.900,0
28.11.2017 05:00:00.000 GMT+0100,96.900,96.900,96.900,96.900,0
28.11.2017 06:00:00.000 GMT+0100,96.900,96.900,96.900,96.900,0
28.11.2017 07:00:00.000 GMT+0100,96.900,96.900,96.900,96.900,0
28.11.2017 08:00:00.000 GMT+0100,96.900,96.900,96.900,96.900,0
28.11.2017 09:00:00.000 GMT+0100,97.070,97.759,96.789,97.390,289200134.2773
28.11.2017 10:00:00.000 GMT+0100,97.390,97.820,97.329,97.820,415899993.8965
28.11.2017 11:00:00.000 GMT+0100,97.830,97.959,97.380,97.660,398269989.0137
28.11.2017 12:00:00.000 GMT+0100,97.650,97.759,97.539,97.610,251160003.6621
28.11.2017 13:00:00.000 GMT+0100,97.610,97.670,97.330,97.450,164000320.4346
28.11.2017 14:00:00.000 GMT+0100,97.450,97.670,97.410,97.650,171149993.8965
28.11.2017 15:00:00.000 GMT+0100,97.650,97.720,97.359,97.369,292600006.1035
28.11.2017 16:00:00.000 GMT+0100,97.369,97.459,97.219,97.290,328360839.8438
28.11.2017 17:00:00.000 GMT+0100,97.290,97.379,97.220,97.259,136089996.3379
28.11.2017 18:00:00.000 GMT+0100,97.259,97.259,97.259,97.259,0
28.11.2017 19:00:00.000 GMT+0100,97.259,97.259,97.259,97.259,0
28.11.2017 20:00:00.000 GMT+0100,97.259,97.259,97.259,97.259,0
28.11.2017 21:00:00.000 GMT+0100,97.259,97.259,97.259,97.259,0
28.11.2017 22:00:00.000 GMT+0100,97.259,97.259,97.259,97.259,0
28.11.2017 23:00:00.000 GMT+0100,97.259,97.259,97.259,97.259,0
29.11.2017 00:00:00.000 GMT+0100,97.259,97.259,97.259,97.259,0
29.11.2017 01:00:00.000 GMT+0100,97.259,97.259,97.259,97.259,0
29.11.2017 02:00:00.000 GMT+0100,97.259,97.259,97.259,97.259,0
29.11.2017 03:00:00.000 GMT+0100,97.259,97.259,97.259,97.259,0
29.11.2017 04:00:00.000 GMT+0100,97.259,97.259,97.259,97.259,0
29.11.2017 05:00:00.000 GMT+0100,97.259,97.259,97.259,97.259,0
29.11.2017 06:00:00.000 GMT+0100,97.259,97.259,97.259,97.259,0
29.11.2017 07:00:00.000 GMT+0100,97.259,97.259,97.259,97.259,0
29.11.2017 08:00:00.000 GMT+0100,97.259,97.259,97.259,97.259,0
29.11.2017 09:00:00.000 GMT+0100,97.229,97.910,97.180,97.300,254981918.335
29.11.2017 10:00:00.000 GMT+0100,97.300,97.570,97.149,97.359,324570007.3242
29.11.2017 11:00:00.000 GMT+0100,97.370,97.680,97.290,97.640,238380004.8828
29.11.2017 12:00:00.000 GMT+0100,97.640,97.820,97.579,97.579,227089996.3379
29.11.2017 13:00:00.000 GMT+0100,97.590,97.660,97.450,97.500,146070449.8291
29.11.2017 14:00:00.000 GMT+0100,97.500,97.569,97.260,97.399,199039993.2861
29.11.2017 15:00:00.000 GMT+0100,97.419,97.460,96.919,97.030,298880004.8828
29.11.2017 16:00:00.000 GMT+0100,97.030,97.120,95.680,95.779,604950012.207
29.11.2017 17:00:00.000 GMT+0100,95.779,95.869,94.939,95.140,306520263.6719
29.11.2017 18:00:00.000 GMT+0100,95.140,95.140,95.140,95.140,0
29.11.2017 19:00:00.000 GMT+0100,95.140,95.140,95.140,95.140,0
29.11.2017 20:00:00.000 GMT+0100,95.140,95.140,95.140,95.140,0
29.11.2017 21:00:00.000 GMT+0100,95.140,95.140,95.140,95.140,0
29.11.2017 22:00:00.000 GMT+0100,95.140,95.140,95.140,95.140,0
29.11.2017 23:00:00.000 GMT+0100,95.140,95.140,95.140,95.140,0
30.11.2017 00:00:00.000 GMT+0100,95.140,95.140,95.140,95.140,0
30.11.2017 01:00:00.000 GMT+0100,95.140,95.140,95.140,95.140,0
30.11.2017 02:00:00.000 GMT+0100,95.140,95.140,95.140,95.140,0
30.11.2017 03:00:00.000 GMT+0100,95.140,95.140,95.140,95.140,0
30.11.2017 04:00:00.000 GMT+0100,95.140,95.140,95.140,95.140,0
30.11.2017 05:00:00.000 GMT+0100,95.140,95.140,95.140,95.140,0
30.11.2017 06:00:00.000 GMT+0100,95.140,95.140,95.140,95.140,0
30.11.2017 07:00:00.000 GMT+0100,95.140,95.140,95.140,95.140,0
30.11.2017 08:00:00.000 GMT+0100,95.140,95.140,95.140,95.140,0
30.11.2017 09:00:00.000 GMT+0100,95.139,95.479,94.890,94.990,366899993.8965
30.11.2017 10:00:00.000 GMT+0100,95.010,95.770,95.010,95.500,383100006.1035
30.11.2017 11:00:00.000 GMT+0100,95.500,96.149,95.500,96.050,252089996.3379
30.11.2017 12:00:00.000 GMT+0100,96.050,96.160,95.910,95.939,165389999.3896
30.11.2017 13:00:00.000 GMT+0100,95.940,95.959,95.179,95.620,281990722.6563
30.11.2017 14:00:00.000 GMT+0100,95.620,95.959,95.430,95.470,225300003.0518
30.11.2017 15:00:00.000 GMT+0100,95.489,95.600,95.010,95.169,398420013.4277
30.11.2017 16:00:00.000 GMT+0100,95.169,95.370,94.969,95.250,466010009.7656
30.11.2017 17:00:00.000 GMT+0100,95.250,95.319,94.837,94.858,257429992.6758
30.11.2017 18:00:00.000 GMT+0100,94.858,94.858,94.858,94.858,0
30.11.2017 19:00:00.000 GMT+0100,94.858,94.858,94.858,94.858,0
30.11.2017 20:00:00.000 GMT+0100,94.858,94.858,94.858,94.858,0
30.11.2017 21:00:00.000 GMT+0100,94.858,94.858,94.858,94.858,0
30.11.2017 22:00:00.000 GMT+0100,94.858,94.858,94.858,94.858,0
30.11.2017 23:00:00.000 GMT+0100,94.858,94.858,94.858,94.858,0
01.12.2017 00:00:00.000 GMT+0100,94.858,94.858,94.858,94.858,0
01.12.2017 01:00:00.000 GMT+0100,94.858,94.858,94.858,94.858,0
01.12.2017 02:00:00.000 GMT+0100,94.858,94.858,94.858,94.858,0
01.12.2017 03:00:00.000 GMT+0100,94.858,94.858,94.858,94.858,0
01.12.2017 04:00:00.000 GMT+0100,94.858,94.858,94.858,94.858,0
01.12.2017 05:00:00.000 GMT+0100,94.858,94.858,94.858,94.858,0
01.12.2017 06:00:00.000 GMT+0100,94.858,94.858,94.858,94.858,0
01.12.2017 07:00:00.000 GMT+0100,94.858,94.858,94.858,94.858,0
01.12.2017 08:00:00.000 GMT+0100,94.858,94.858,94.858,94.858,0
01.12.2017 09:00:00.000 GMT+0100,95.067,95.078,93.397,93.508,395899993.8965
01.12.2017 10:00:00.000 GMT+0100,93.508,93.747,93.178,93.687,476950012.207
01.12.2017 11:00:00.000 GMT+0100,93.677,93.678,92.788,92.988,466300079.3457
01.12.2017 12:00:00.000 GMT+0100,92.987,93.478,92.927,93.417,299010009.7656
01.12.2017 13:00:00.000 GMT+0100,93.437,93.778,93.418,93.728,281700256.3477
01.12.2017 14:00:00.000 GMT+0100,93.728,94.228,93.697,93.847,302309997.5586
01.12.2017 15:00:00.000 GMT+0100,93.847,94.158,93.538,93.708,417179992.6758
01.12.2017 16:00:00.000 GMT+0100,93.708,94.538,93.658,94.278,466670013.4277
01.12.2017 17:00:00.000 GMT+0100,94.278,94.458,93.167,93.207,429822662.3535
01.12.2017 18:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
01.12.2017 19:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
01.12.2017 20:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
01.12.2017 21:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
01.12.2017 22:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
01.12.2017 23:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
02.12.2017 00:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
02.12.2017 01:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
02.12.2017 02:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
02.12.2017 03:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
02.12.2017 04:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
02.12.2017 05:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
02.12.2017 06:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
02.12.2017 07:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
02.12.2017 08:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
02.12.2017 09:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
02.12.2017 10:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
02.12.2017 11:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
02.12.2017 12:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
02.12.2017 13:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
02.12.2017 14:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
02.12.2017 15:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
02.12.2017 16:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
02.12.2017 17:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
02.12.2017 18:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
02.12.2017 19:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
02.12.2017 20:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
02.12.2017 21:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
02.12.2017 22:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
02.12.2017 23:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
03.12.2017 00:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
03.12.2017 01:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
03.12.2017 02:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
03.12.2017 03:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
03.12.2017 04:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
03.12.2017 05:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
03.12.2017 06:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
03.12.2017 07:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
03.12.2017 08:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
03.12.2017 09:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
03.12.2017 10:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
03.12.2017 11:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
03.12.2017 12:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
03.12.2017 13:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
03.12.2017 14:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
03.12.2017 15:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
03.12.2017 16:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
03.12.2017 17:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
03.12.2017 18:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
03.12.2017 19:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
03.12.2017 20:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
03.12.2017 21:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
03.12.2017 22:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
03.12.2017 23:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
04.12.2017 00:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
04.12.2017 01:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
04.12.2017 02:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
04.12.2017 03:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
04.12.2017 04:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
04.12.2017 05:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
04.12.2017 06:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
04.12.2017 07:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
04.12.2017 08:00:00.000 GMT+0100,93.207,93.207,93.207,93.207,0
04.12.2017 09:00:00.000 GMT+0100,94.118,94.367,93.657,93.847,391390136.7188
04.12.2017 10:00:00.000 GMT+0100,93.828,94.227,93.817,94.068,296329986.5723
04.12.2017 11:00:00.000 GMT+0100,94.077,94.398,94.057,94.238,229169998.1689
04.12.2017 12:00:00.000 GMT+0100,94.248,94.408,94.177,94.268,198179992.6758
04.12.2017 13:00:00.000 GMT+0100,94.258,94.658,94.197,94.537,169320312.5
04.12.2017 14:00:00.000 GMT+0100,94.537,94.807,94.418,94.738,252830001.8311
04.12.2017 15:00:00.000 GMT+0100,94.738,95.068,94.577,94.668,386970184.3262
04.12.2017 16:00:00.000 GMT+0100,94.668,94.707,93.958,94.088,596940124.5117
04.12.2017 17:00:00.000 GMT+0100,94.077,94.188,93.907,94.118,303650390.625
04.12.2017 18:00:00.000 GMT+0100,94.118,94.118,94.118,94.118,0
04.12.2017 19:00:00.000 GMT+0100,94.118,94.118,94.118,94.118,0
04.12.2017 20:00:00.000 GMT+0100,94.118,94.118,94.118,94.118,0
04.12.2017 21:00:00.000 GMT+0100,94.118,94.118,94.118,94.118,0
04.12.2017 22:00:00.000 GMT+0100,94.118,94.118,94.118,94.118,0
04.12.2017 23:00:00.000 GMT+0100,94.118,94.118,94.118,94.118,0
05.12.2017 00:00:00.000 GMT+0100,94.118,94.118,94.118,94.118,0
05.12.2017 01:00:00.000 GMT+0100,94.118,94.118,94.118,94.118,0
05.12.2017 02:00:00.000 GMT+0100,94.118,94.118,94.118,94.118,0
05.12.2017 03:00:00.000 GMT+0100,94.118,94.118,94.118,94.118,0
05.12.2017 04:00:00.000 GMT+0100,94.118,94.118,94.118,94.118,0
05.12.2017 05:00:00.000 GMT+0100,94.118,94.118,94.118,94.118,0
05.12.2017 06:00:00.000 GMT+0100,94.118,94.118,94.118,94.118,0
05.12.2017 07:00:00.000 GMT+0100,94.118,94.118,94.118,94.118,0
05.12.2017 08:00:00.000 GMT+0100,94.118,94.118,94.118,94.118,0
05.12.2017 09:00:00.000 GMT+0100,94.187,94.698,93.957,94.508,282000000
05.12.2017 10:00:00.000 GMT+0100,94.508,94.527,93.907,94.187,309320007.3242
05.12.2017 11:00:00.000 GMT+0100,94.198,94.258,93.168,93.377,342340148.9258
05.12.2017 12:00:00.000 GMT+0100,93.397,93.658,93.167,93.647,254220001.2207
05.12.2017 13:00:00.000 GMT+0100,93.657,94.128,93.368,93.947,263180389.4043
05.12.2017 14:00:00.000 GMT+0100,93.958,94.028,93.648,93.677,233339996.3379
05.12.2017 15:00:00.000 GMT+0100,93.667,94.027,93.467,93.938,417340087.8906
05.12.2017 16:00:00.000 GMT+0100,93.938,94.478,93.767,94.478,518290588.3789
05.12.2017 17:00:00.000 GMT+0100,94.478,94.728,94.227,94.578,222140167.2363
05.12.2017 18:00:00.000 GMT+0100,94.578,94.578,94.578,94.578,0
05.12.2017 19:00:00.000 GMT+0100,94.578,94.578,94.578,94.578,0
05.12.2017 20:00:00.000 GMT+0100,94.578,94.578,94.578,94.578,0
05.12.2017 21:00:00.000 GMT+0100,94.578,94.578,94.578,94.578,0
05.12.2017 22:00:00.000 GMT+0100,94.578,94.578,94.578,94.578,0
05.12.2017 23:00:00.000 GMT+0100,94.578,94.578,94.578,94.578,0
06.12.2017 00:00:00.000 GMT+0100,94.578,94.578,94.578,94.578,0
06.12.2017 01:00:00.000 GMT+0100,94.578,94.578,94.578,94.578,0
06.12.2017 02:00:00.000 GMT+0100,94.578,94.578,94.578,94.578,0
06.12.2017 03:00:00.000 GMT+0100,94.578,94.578,94.578,94.578,0
06.12.2017 04:00:00.000 GMT+0100,94.578,94.578,94.578,94.578,0
06.12.2017 05:00:00.000 GMT+0100,94.578,94.578,94.578,94.578,0
06.12.2017 06:00:00.000 GMT+0100,94.578,94.578,94.578,94.578,0
06.12.2017 07:00:00.000 GMT+0100,94.578,94.578,94.578,94.578,0
06.12.2017 08:00:00.000 GMT+0100,94.578,94.578,94.578,94.578,0
06.12.2017 09:00:00.000 GMT+0100,93.277,93.847,92.987,93.818,304870086.6699
06.12.2017 10:00:00.000 GMT+0100,93.818,94.118,93.667,93.707,312329986.5723
06.12.2017 11:00:00.000 GMT+0100,93.707,93.978,93.558,93.848,257040008.5449
06.12.2017 12:00:00.000 GMT+0100,93.848,94.148,93.767,93.927,196369995.1172
06.12.2017 13:00:00.000 GMT+0100,93.927,94.077,93.787,93.957,160390487.6709
06.12.2017 14:00:00.000 GMT+0100,93.957,93.968,93.697,93.868,190220001.2207
06.12.2017 15:00:00.000 GMT+0100,93.867,94.337,93.547,94.297,369120056.1523
06.12.2017 16:00:00.000 GMT+0100,94.297,94.908,94.047,94.908,466839996.3379
06.12.2017 17:00:00.000 GMT+0100,94.897,95.238,94.677,95.018,252820007.3242
06.12.2017 18:00:00.000 GMT+0100,95.018,95.018,95.018,95.018,0
06.12.2017 19:00:00.000 GMT+0100,95.018,95.018,95.018,95.018,0
06.12.2017 20:00:00.000 GMT+0100,95.018,95.018,95.018,95.018,0
06.12.2017 21:00:00.000 GMT+0100,95.018,95.018,95.018,95.018,0
06.12.2017 22:00:00.000 GMT+0100,95.018,95.018,95.018,95.018,0
06.12.2017 23:00:00.000 GMT+0100,95.018,95.018,95.018,95.018,0
07.12.2017 00:00:00.000 GMT+0100,95.018,95.018,95.018,95.018,0
07.12.2017 01:00:00.000 GMT+0100,95.018,95.018,95.018,95.018,0
07.12.2017 02:00:00.000 GMT+0100,95.018,95.018,95.018,95.018,0
07.12.2017 03:00:00.000 GMT+0100,95.018,95.018,95.018,95.018,0
07.12.2017 04:00:00.000 GMT+0100,95.018,95.018,95.018,95.018,0
07.12.2017 05:00:00.000 GMT+0100,95.018,95.018,95.018,95.018,0
07.12.2017 06:00:00.000 GMT+0100,95.018,95.018,95.018,95.018,0
07.12.2017 07:00:00.000 GMT+0100,95.018,95.018,95.018,95.018,0
07.12.2017 08:00:00.000 GMT+0100,95.018,95.018,95.018,95.018,0
07.12.2017 09:00:00.000 GMT+0100,95.418,95.657,94.928,95.127,266839996.3379
07.12.2017 10:00:00.000 GMT+0100,95.127,95.398,95.037,95.347,239850006.1035
07.12.2017 11:00:00.000 GMT+0100,95.337,95.387,94.938,94.997,217559997.5586
07.12.2017 12:00:00.000 GMT+0100,94.997,95.198,94.667,94.857,228490005.4932
07.12.2017 13:00:00.000 GMT+0100,94.857,94.968,94.568,94.588,206710571.2891
07.12.2017 14:00:00.000 GMT+0100,94.588,94.777,94.478,94.688,257589996.3379
07.12.2017 15:00:00.000 GMT+0100,94.688,95.118,94.597,94.977,394109985.3516
07.12.2017 16:00:00.000 GMT+0100,94.958,95.228,94.687,95.218,338880004.8828
07.12.2017 17:00:00.000 GMT+0100,95.218,95.307,95.057,95.207,154410003.6621
07.12.2017 18:00:00.000 GMT+0100,95.207,95.207,95.207,95.207,0
07.12.2017 19:00:00.000 GMT+0100,95.207,95.207,95.207,95.207,0
07.12.2017 20:00:00.000 GMT+0100,95.207,95.207,95.207,95.207,0
07.12.2017 21:00:00.000 GMT+0100,95.207,95.207,95.207,95.207,0
07.12.2017 22:00:00.000 GMT+0100,95.207,95.207,95.207,95.207,0
07.12.2017 23:00:00.000 GMT+0100,95.207,95.207,95.207,95.207,0
08.12.2017 00:00:00.000 GMT+0100,95.207,95.207,95.207,95.207,0
08.12.2017 01:00:00.000 GMT+0100,95.207,95.207,95.207,95.207,0
08.12.2017 02:00:00.000 GMT+0100,95.207,95.207,95.207,95.207,0
08.12.2017 03:00:00.000 GMT+0100,95.207,95.207,95.207,95.207,0
08.12.2017 04:00:00.000 GMT+0100,95.207,95.207,95.207,95.207,0
08.12.2017 05:00:00.000 GMT+0100,95.207,95.207,95.207,95.207,0
08.12.2017 06:00:00.000 GMT+0100,95.207,95.207,95.207,95.207,0
08.12.2017 07:00:00.000 GMT+0100,95.207,95.207,95.207,95.207,0
08.12.2017 08:00:00.000 GMT+0100,95.207,95.207,95.207,95.207,0
08.12.2017 09:00:00.000 GMT+0100,96.077,96.238,95.807,96.127,278619995.1172
08.12.2017 10:00:00.000 GMT+0100,96.127,96.737,96.008,96.617,301670013.4277
08.12.2017 11:00:00.000 GMT+0100,96.628,97.087,96.428,96.867,328299987.793
08.12.2017 12:00:00.000 GMT+0100,96.867,97.028,96.308,96.478,282179992.6758
08.12.2017 13:00:00.000 GMT+0100,96.488,96.698,96.107,96.218,221111251.8311
08.12.2017 14:00:00.000 GMT+0100,96.218,96.518,95.937,96.198,247330001.8311
08.12.2017 15:00:00.000 GMT+0100,96.177,96.298,95.948,95.997,258649993.8965
08.12.2017 16:00:00.000 GMT+0100,95.987,96.078,95.668,96.028,302480010.9863
08.12.2017 17:00:00.000 GMT+0100,96.017,96.018,95.717,95.757,130990005.4932
08.12.2017 18:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
08.12.2017 19:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
08.12.2017 20:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
08.12.2017 21:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
08.12.2017 22:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
08.12.2017 23:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
09.12.2017 00:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
09.12.2017 01:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
09.12.2017 02:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
09.12.2017 03:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
09.12.2017 04:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
09.12.2017 05:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
09.12.2017 06:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
09.12.2017 07:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
09.12.2017 08:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
09.12.2017 09:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
09.12.2017 10:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
09.12.2017 11:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
09.12.2017 12:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
09.12.2017 13:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
09.12.2017 14:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
09.12.2017 15:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
09.12.2017 16:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
09.12.2017 17:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
09.12.2017 18:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
09.12.2017 19:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
09.12.2017 20:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
09.12.2017 21:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
09.12.2017 22:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
09.12.2017 23:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
10.12.2017 00:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
10.12.2017 01:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
10.12.2017 02:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
10.12.2017 03:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
10.12.2017 04:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
10.12.2017 05:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
10.12.2017 06:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
10.12.2017 07:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
10.12.2017 08:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
10.12.2017 09:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
10.12.2017 10:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
10.12.2017 11:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
10.12.2017 12:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
10.12.2017 13:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
10.12.2017 14:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
10.12.2017 15:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
10.12.2017 16:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
10.12.2017 17:00:00.000 GMT+0100,95.757,95.757,95.757,95.757,0
